Player_Name,Matches,Not_Outs,Runs_Scored,Balls_Faced,Centuries,Half_Centuries,Fours,Sixes,Catches_Taken,Stumpings,Balls_Bowled,Runs_Conceded,Wickets_Taken,Four_Wicket_Hauls,Five_Wicket_Hauls,Best_Bowling,Best_Bowling_Match,Batting_Average,Batting_Strike_Rate,Bowling_Average,Economy_Rate,Bowling_Strike_Rate
Mohd. Arshad Khan,6,1,18,15,0,0,0,1,2,0,85,190,5,0,0,"(3, 39)",3/39,3.6,120.0,38.0,13.411764705882353,17.0
Mohit Sharma,85,12,122,113,0,0,8,4,23,0,2049,2870,121,3,1,"(5, 10)",5/10,1.6712328767123288,107.9646017699115,23.71900826446281,8.404099560761347,16.93388429752066
Mohsin Khan,15,2,23,23,0,0,2,1,1,0,282,349,18,1,0,"(4, 16)",4/16,1.7692307692307692,100.0,19.38888888888889,7.425531914893617,15.666666666666666
Mujeeb Ur Rahman,19,4,12,15,0,0,2,0,2,0,434,592,19,0,0,"(3, 27)",3/27,0.8,80.0,31.157894736842106,8.184331797235023,22.842105263157894
Mukesh Choudhary,13,1,6,6,0,0,1,0,3,0,273,424,16,1,0,"(4, 46)",4/46,0.5,100.0,26.5,9.31868131868132,17.0625
Mukesh Kumar,10,3,7,9,0,0,0,0,3,0,186,326,7,0,0,"(2, 30)",2/30,1.0,77.77777777777779,46.57142857142857,10.516129032258064,26.571428571428573
Mustafizur Rahman,50,8,13,23,0,0,0,1,6,0,1116,1473,51,1,0,"(4, 29)",4/29,0.30952380952380953,56.52173913043478,28.88235294117647,7.919354838709677,21.88235294117647
N. Tilak Varma,26,6,765,531,0,3,56,40,16,0,18,20,0,0,0,"(0, 0)",0/0,38.25,144.0677966101695,0.0,6.666666666666667,0.0
Naman Dhir,1,0,20,10,0,0,3,1,1,0,6,13,0,0,0,"(0, 0)",0/0,20.0,200.0,0.0,13.0,0.0
Nandre Burger,1,0,0,0,0,0,0,0,1,0,18,30,1,0,0,"(1, 30)",1/30,0.0,0.0,30.0,10.0,18.0
Nathan Ellis,15,1,19,25,0,0,0,1,3,0,336,492,17,1,0,"(4, 30)",4/30,1.3571428571428572,76.0,28.941176470588236,8.785714285714286,19.764705882352942
Navdeep Saini,32,3,33,37,0,0,3,0,8,0,658,974,23,0,0,"(3, 40)",3/40,1.1379310344827587,89.1891891891892,42.34782608695652,8.881458966565349,28.608695652173914
Naveen Ul Haq,9,2,16,21,0,0,2,0,2,0,192,260,13,1,0,"(4, 38)",4/38,2.2857142857142856,76.19047619047619,20.0,8.125,14.76923076923077
Nehal Wadhera,14,1,241,166,0,2,23,12,4,0,0,0,0,0,0,"(0, 0)",0/0,18.53846153846154,145.18072289156626,0.0,0.0,0.0
Nicholas Pooran,63,13,1334,851,0,7,82,95,25,4,0,0,0,0,0,"(0, 0)",0/0,26.68,156.75675675675674,0.0,0.0,0.0
Nishant Sindhu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Nitish Kumar Reddy,2,0,0,0,0,0,0,0,1,0,30,54,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,10.8,0.0
Nitish Rana,106,9,2603,1929,0,18,230,131,24,0,180,252,10,0,0,"(2, 11)",2/11,26.835051546391753,134.94038361845514,25.2,8.4,18.0
Noor Ahmad,13,1,8,9,0,0,1,0,2,0,283,369,16,0,0,"(3, 37)",3/37,0.6666666666666666,88.88888888888889,23.0625,7.8233215547703185,17.6875
Nuwan Thushara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Pat Cummins,43,12,379,250,0,3,24,26,9,0,977,1389,46,1,0,"(4, 34)",4/34,12.225806451612904,151.6,30.195652173913043,8.53019447287615,21.23913043478261
Phil Salt,10,1,272,173,0,3,27,13,5,0,0,0,0,0,0,"(0, 0)",0/0,30.22222222222222,157.22543352601156,0.0,0.0,0.0
Piyush Chawla,175,34,609,549,0,0,55,19,41,0,3658,4827,180,2,0,"(4, 17)",4/17,4.319148936170213,110.92896174863387,26.816666666666666,7.917441224712959,20.322222222222223
Prabhsimran Singh,22,0,473,338,1,1,51,23,3,0,0,0,0,0,0,"(0, 0)",0/0,21.5,139.94082840236686,0.0,0.0,0.0
Prashant Solanki,2,0,0,0,0,0,0,0,0,0,36,38,2,0,0,"(2, 20)",2/20,0.0,0.0,19.0,6.333333333333333,18.0
Prasidh Krishna,51,7,9,24,0,0,0,0,9,0,1145,1703,49,1,0,"(4, 30)",4/30,0.20454545454545456,37.5,34.755102040816325,8.924017467248907,23.367346938775512
Pravin Dubey,4,1,23,33,0,0,2,0,1,0,66,91,1,0,0,"(1, 19)",1/19,7.666666666666667,69.6969696969697,91.0,8.272727272727273,66.0
Prerak Mankad,6,3,97,73,0,1,13,2,6,0,0,0,0,0,0,"(0, 0)",0/0,32.333333333333336,132.87671232876713,0.0,0.0,0.0
Prince Choudhary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Prithvi Shaw,71,0,1694,1162,0,13,208,56,16,0,0,0,0,0,0,"(0, 0)",0/0,23.859154929577464,145.78313253012047,0.0,0.0,0.0
Quinton de Kock,97,6,2911,2171,2,20,288,114,64,15,0,0,0,0,0,"(0, 0)",0/0,31.98901098901099,134.08567480423767,0.0,0.0,0.0
Rachin Ravindra,2,0,83,35,0,0,9,6,2,0,0,0,0,0,0,"(0, 0)",0/0,41.5,237.14285714285714,0.0,0.0,0.0
Rahmanullah Gurbaz,11,0,227,170,0,2,17,15,10,0,0,0,0,0,0,"(0, 0)",0/0,20.636363636363637,133.52941176470588,0.0,0.0,0.0
Rahul Chahar,71,7,108,109,0,0,10,4,21,0,1508,1911,66,1,0,"(4, 27)",4/27,1.6875,99.08256880733946,28.954545454545453,7.6034482758620685,22.848484848484848
Rahul Tewatia,82,23,847,638,0,1,62,43,33,0,843,1111,32,0,0,"(3, 18)",3/18,14.35593220338983,132.75862068965517,34.71875,7.907473309608541,26.34375
Rahul Tripathi,90,11,2091,1510,0,11,205,79,32,0,6,12,0,0,0,"(0, 0)",0/0,26.468354430379748,138.47682119205297,0.0,12.0,0.0
Rajan Kumar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Rajat Patidar,14,1,422,301,1,2,31,22,7,0,0,0,0,0,0,"(0, 0)",0/0,32.46153846153846,140.19933554817277,0.0,0.0,0.0
Rajvardhan Hangargekar,2,0,0,0,0,0,0,0,0,0,36,60,3,0,0,"(3, 36)",3/36,0.0,0.0,20.0,10.0,12.0
Ramandeep Singh,6,2,80,57,0,0,4,5,1,0,36,54,6,0,0,"(3, 20)",3/20,20.0,140.35087719298244,9.0,9.0,6.0
Rashid Khan,110,21,447,269,0,1,28,35,38,0,2639,2942,140,2,0,"(4, 24)",4/24,5.022471910112359,166.1710037174721,21.014285714285716,6.688897309586965,18.85
Rasikh Dar,3,1,12,10,0,0,1,0,1,0,48,70,0,0,0,"(0, 0)",0/0,6.0,120.0,0.0,8.75,0.0
Ravi Bishnoi,53,7,28,44,0,0,2,0,16,0,1167,1483,54,0,0,"(3, 24)",3/24,0.6086956521739131,63.63636363636363,27.462962962962962,7.624678663239075,21.61111111111111
Ravichandran Ashwin,198,31,714,601,0,1,56,24,43,0,4218,4938,172,1,0,"(4, 34)",4/34,4.275449101796407,118.80199667221298,28.709302325581394,7.024182076813656,24.523255813953487
Ravindra Jadeja,228,72,2717,2111,0,2,193,100,97,0,3571,4516,152,3,1,"(5, 16)",5/16,17.416666666666668,128.706774040739,29.710526315789473,7.587790534864184,23.49342105263158
Reece Topley,1,0,0,0,0,0,0,0,0,0,12,14,1,0,0,"(1, 14)",1/14,0.0,0.0,14.0,7.0,12.0
Ricky Bhui,3,0,10,24,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,3.3333333333333335,41.66666666666667,0.0,0.0,0.0
Rilee Rossouw,14,2,262,192,0,1,20,14,5,0,0,0,0,0,0,"(0, 0)",0/0,21.833333333333332,136.45833333333331,0.0,0.0,0.0
Rinku Singh,32,9,748,525,0,4,57,38,25,0,0,0,0,0,0,"(0, 0)",0/0,32.52173913043478,142.47619047619048,0.0,0.0,0.0
Rishabh Pant,99,15,2856,1931,1,15,262,129,65,19,0,0,0,0,0,"(0, 0)",0/0,34.0,147.9026411185914,0.0,0.0,0.0
Rishi Dhawan,38,13,210,187,0,0,18,7,11,0,644,856,25,0,0,"(2, 14)",2/14,8.4,112.29946524064172,34.24,7.975155279503106,25.76
Riyan Parag,55,7,643,513,0,2,45,30,30,0,157,280,4,0,0,"(1, 7)",1/7,13.395833333333334,125.34113060428851,70.0,10.700636942675159,39.25
Robin Minz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Rohit Sharma,244,28,6254,4805,1,42,561,258,99,0,363,453,15,1,0,"(4, 6)",4/6,28.953703703703702,130.15608740894902,30.2,7.487603305785124,24.2
Romario Shepherd,4,1,58,42,0,0,2,5,0,0,54,98,3,0,0,"(2, 42)",2/42,19.333333333333332,138.0952380952381,32.666666666666664,10.88888888888889,18.0
Rovman Powell,17,2,257,176,0,1,11,22,10,0,18,35,1,0,0,"(1, 18)",1/18,17.133333333333333,146.02272727272728,35.0,11.666666666666666,18.0
Ruturaj Gaikwad,54,5,1858,1377,1,14,167,74,31,0,0,0,0,0,0,"(0, 0)",0/0,37.91836734693877,134.93100944081334,0.0,0.0,0.0
Sai Kishore,6,0,0,0,0,0,0,0,3,0,138,173,8,0,0,"(2, 7)",2/7,0.0,0.0,21.625,7.521739130434782,17.25
Sakib Hussain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Sam Curran,48,11,699,492,0,4,59,32,16,0,959,1524,43,1,0,"(4, 11)",4/11,18.89189189189189,142.0731707317073,35.44186046511628,9.534932221063608,22.302325581395348
Sameer Rizvi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Sandeep Sharma,117,21,54,69,0,0,4,0,18,0,2612,3420,125,2,0,"(4, 20)",4/20,0.5625,78.26086956521739,27.36,7.856049004594181,20.896
Sanju Samson,153,16,3970,2886,3,21,307,188,76,15,0,0,0,0,0,"(0, 0)",0/0,28.978102189781023,137.56063756063756,0.0,0.0,0.0
Sanvir Singh,2,1,11,9,0,0,1,1,0,0,0,0,0,0,0,"(0, 0)",0/0,11.0,122.22222222222223,0.0,0.0,0.0
Saurav Chuahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Shahbaz Ahamad,40,6,337,279,0,0,22,14,18,0,378,581,14,0,0,"(3, 7)",3/7,9.911764705882353,120.78853046594982,41.5,9.222222222222221,27.0
Shahrukh Khan,33,10,426,316,0,0,26,28,14,0,0,0,0,0,0,"(0, 0)",0/0,18.52173913043478,134.81012658227849,0.0,0.0,0.0
Shai Hope,1,0,33,25,0,0,2,2,0,0,0,0,0,0,0,"(0, 0)",0/0,33.0,132.0,0.0,0.0,0.0
Shaik Rasheed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Shamar Joseph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Shams Mulani,1,1,1,1,0,0,0,0,0,0,18,24,0,0,0,"(0, 0)",0/0,0.0,100.0,0.0,8.0,0.0
Shardul Thakur,86,10,286,204,0,1,25,12,28,0,1676,2560,89,1,0,"(4, 36)",4/36,3.763157894736842,140.19607843137254,28.764044943820224,9.164677804295943,18.831460674157302
Shashank Singh,12,2,90,56,0,0,6,6,4,0,12,20,0,0,0,"(0, 0)",0/0,9.0,160.71428571428572,0.0,10.0,0.0
Sherfane Rutherford,10,2,106,104,0,0,3,8,5,0,41,59,1,0,0,"(1, 6)",1/6,13.25,101.92307692307692,59.0,8.634146341463415,41.0
Shikhar Dhawan,219,29,6684,5256,2,50,759,149,99,0,48,93,4,0,0,"(1, 7)",1/7,35.17894736842105,127.16894977168948,23.25,11.625,12.0
Shimron Hetmyer,61,22,1136,750,0,4,67,75,28,0,0,0,0,0,0,"(0, 0)",0/0,29.128205128205128,151.46666666666667,0.0,0.0,0.0
Shivalik Sharma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Shivam Dube,53,10,1176,822,0,6,63,78,17,0,106,166,4,0,0,"(2, 15)",2/15,27.348837209302324,143.06569343065695,41.5,9.39622641509434,26.5
Shivam Mavi,32,3,51,56,0,0,4,2,16,0,649,942,30,1,0,"(4, 21)",4/21,1.7586206896551724,91.07142857142857,31.4,8.708782742681047,21.633333333333333
Shivam singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Shreyas Gopal,49,8,180,169,0,0,19,2,11,0,949,1282,49,1,0,"(4, 16)",4/16,4.390243902439025,106.50887573964498,26.163265306122447,8.105374077976817,19.367346938775512
Shreyas Iyer,102,13,2776,2216,0,19,237,99,40,0,6,7,0,0,0,"(0, 0)",0/0,31.191011235955056,125.27075812274369,0.0,7.0,0.0
Shubham Dubey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Shubman Gill,92,14,2821,2103,3,18,276,81,36,0,0,0,0,0,0,"(0, 0)",0/0,36.166666666666664,134.14170233000476,0.0,0.0,0.0
Sikandar Raza,7,2,139,98,0,1,10,6,5,0,72,119,3,0,0,"(1, 19)",1/19,27.8,141.83673469387753,39.666666666666664,9.916666666666666,24.0
Simarjeet Singh,6,2,7,8,0,0,0,0,1,0,108,138,4,0,0,"(2, 27)",2/27,1.75,87.5,34.5,7.666666666666667,27.0
Spencer Johnson,1,0,0,0,0,0,0,0,1,0,30,52,3,0,0,"(2, 25)",2/25,0.0,0.0,17.333333333333332,10.4,10.0
Sumit Kumar,1,0,2,9,0,0,0,0,0,0,8,19,0,0,0,"(0, 0)",0/0,2.0,22.22222222222222,0.0,14.25,0.0
Sunil Narine,163,20,1048,659,0,4,114,64,25,0,3770,4222,164,7,1,"(5, 19)",5/19,7.328671328671328,159.0288315629742,25.74390243902439,6.719363395225463,22.98780487804878
Suryakumar Yadav,139,22,3249,2267,1,21,349,112,64,0,6,8,0,0,0,"(0, 0)",0/0,27.76923076923077,143.31715924128804,0.0,8.0,0.0
Sushant Mishra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Suyash S Prabhudessai,10,0,102,88,0,0,8,4,10,0,0,0,0,0,0,"(0, 0)",0/0,10.2,115.90909090909092,0.0,0.0,0.0
Suyash Sharma,12,0,0,0,0,0,0,0,1,0,246,339,10,0,0,"(3, 30)",3/30,0.0,0.0,33.9,8.268292682926829,24.6
Swapnil Singh,2,1,2,4,0,0,0,0,0,0,12,18,0,0,0,"(0, 0)",0/0,2.0,50.0,0.0,9.0,0.0
Swastik Chhikara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
T Natarajan,48,3,3,5,0,0,0,0,7,0,1053,1536,51,0,0,"(3, 10)",3/10,0.06666666666666667,60.0,30.11764705882353,8.752136752136753,20.647058823529413
Tanay Thyagarajann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Tanush Kotian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Tim David,26,9,429,245,0,0,25,31,16,0,0,0,0,0,0,"(0, 0)",0/0,25.235294117647058,175.1020408163265,0.0,0.0,0.0
Tom Curran,13,5,127,107,0,1,10,3,2,0,238,430,13,0,0,"(3, 29)",3/29,15.875,118.69158878504673,33.07692307692308,10.840336134453782,18.307692307692307
Tom Kohler-Cadmore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Travis Head,10,3,205,148,0,1,12,8,2,0,48,81,2,0,0,"(2, 30)",2/30,29.285714285714285,138.51351351351352,40.5,10.125,24.0
Trent Boult,89,16,69,62,0,0,3,3,30,0,2041,2822,107,1,0,"(4, 18)",4/18,0.9452054794520548,111.29032258064515,26.373831775700936,8.29593336599706,19.074766355140188
Tristan Stubbs,5,0,32,43,0,0,2,0,0,0,12,14,1,0,0,"(1, 14)",1/14,6.4,74.4186046511628,14.0,7.0,12.0
Tushar Deshpande,25,2,21,13,0,0,2,1,4,0,509,866,25,0,0,"(3, 45)",3/45,0.9130434782608695,161.53846153846155,34.64,10.208251473477407,20.36
Umesh Yadav,142,30,196,186,0,0,16,8,38,0,2954,4144,138,3,0,"(4, 23)",4/23,1.75,105.3763440860215,30.028985507246375,8.417061611374407,21.405797101449274
Umran Malik,25,4,23,16,0,0,1,2,6,0,487,757,29,1,1,"(5, 25)",5/25,1.0952380952380953,143.75,26.103448275862068,9.326488706365502,16.79310344827586
Upendra Singh Yadav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Vaibhav Arora,10,4,8,15,0,0,0,0,4,0,203,310,8,0,0,"(2, 21)",2/21,1.3333333333333333,53.333333333333336,38.75,9.16256157635468,25.375
Varun Chakaravarthy,57,8,25,46,0,0,2,0,11,0,1312,1655,63,1,1,"(5, 20)",5/20,0.5102040816326531,54.347826086956516,26.26984126984127,7.56859756097561,20.825396825396826
Venkatesh Iyer,37,2,963,739,1,7,87,42,15,0,75,115,3,0,0,"(2, 29)",2/29,27.514285714285716,130.31123139377536,38.333333333333336,9.2,25.0
Vicky Ostwal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Vidwath Kaverappa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Vijay Shankar,66,15,1038,792,0,6,73,43,26,0,238,344,9,0,0,"(2, 19)",2/19,20.352941176470587,131.06060606060606,38.22222222222222,8.672268907563026,26.444444444444443
Virat Kohli,239,34,7361,5655,7,51,654,237,109,0,251,368,4,0,0,"(2, 25)",2/25,35.90731707317073,130.1679929266136,92.0,8.796812749003983,62.75
Vishnu Vinod,6,0,56,57,0,0,3,3,1,2,0,0,0,0,0,"(0, 0)",0/0,9.333333333333334,98.24561403508771,0.0,0.0,0.0
Vishwanath Pratap Singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Vyshak Vijay Kumar,7,1,13,9,0,0,0,1,1,0,144,253,9,0,0,"(3, 20)",3/20,2.1666666666666665,144.44444444444443,28.11111111111111,10.541666666666666,16.0
Wanindu Hasaranga,26,4,72,73,0,0,7,1,3,0,552,748,35,1,1,"(5, 18)",5/18,3.272727272727273,98.63013698630137,21.37142857142857,8.130434782608695,15.771428571428572
Washington Sundar,58,12,378,324,0,0,32,9,12,0,1024,1252,36,0,0,"(3, 16)",3/16,8.217391304347826,116.66666666666667,34.77777777777778,7.3359375,28.444444444444443
Will Jacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0, 0)",0/0,0.0,0.0,0.0,0.0,0.0
Wriddhiman Saha,162,24,2817,2200,1,13,282,84,90,26,0,0,0,0,0,"(0, 0)",0/0,20.41304347826087,128.04545454545456,0.0,0.0,0.0
Yash Dayal,16,0,0,1,0,0,0,0,2,0,318,512,15,0,0,"(3, 40)",3/40,0.0,0.0,34.13333333333333,9.660377358490566,21.2
Yash Dhull,4,0,16,23,0,0,1,0,2,0,0,0,0,0,0,"(0, 0)",0/0,4.0,69.56521739130434,0.0,0.0,0.0
Yash Thakur,10,0,0,0,0,0,0,0,1,0,209,332,13,1,0,"(4, 37)",4/37,0.0,0.0,25.53846153846154,9.531100478468899,16.076923076923077
Yashasvi Jaiswal,38,1,1196,800,1,8,147,49,14,0,1,6,0,0,0,"(0, 0)",0/0,32.32432432432432,149.5,0.0,36.0,0.0
Yudhvir Singh,3,0,1,2,0,0,0,0,0,0,48,70,3,0,0,"(2, 19)",2/19,0.3333333333333333,50.0,23.333333333333332,8.75,16.0
Yuzvendra Chahal,146,13,37,86,0,0,0,0,25,0,3191,4081,188,6,1,"(5, 40)",5/40,0.2781954887218045,43.02325581395349,21.70744680851064,7.6734565966781565,16.97340425531915
